Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDV24,1800.71252845,OUT017
FDH08,3915.51675129,OUT018
FDS12,2753.38646098,OUT027
FDR39,5869.25184573,OUT027
FDP12,734.490885474,OUT027
DRF60,5869.25184573,OUT027
FDC09,1207.90143936,OUT035
FDF50,3446.87978622,OUT018
FDG28,2615.59255083,OUT035
NCE19,952.317118564,OUT017
NCM53,268.400396838,OUT010
NCN18,2461.8787445,OUT049
FDF32,1800.71252845,OUT035
FDF11,4092.40753577,OUT013
DRI59,3994.31943711,OUT049
NCG54,3370.42209967,OUT035
FDM44,1252.90396067,OUT046
FDT57,3969.21491175,OUT018
FDV24,1800.71252845,OUT046
FDI50,542.837518449,OUT019
FDS09,777.493145356,OUT035
NCC31,2753.38646098,OUT027
FDQ07,542.837518449,OUT019
FDC22,2611.66423433,OUT017
FDZ56,2595.7865269,OUT046
FDZ40,122.842904747,OUT019
FDS46,2753.38646098,OUT027
DRD24,1793.35036678,OUT045
FDV45,3535.13529138,OUT017
FDL26,3267.39642634,OUT045
FDA56,2467.3584542,OUT018
FDN27,1789.89078948,OUT046
FDM20,4082.90389701,OUT049
FDO16,1789.89078948,OUT017
FDL03,2611.66423433,OUT035
FDE58,2465.11099147,OUT046
FDI02,2753.38646098,OUT027
NCC55,122.842904747,OUT019
FDR03,3662.57868728,OUT018
FDB14,1789.89078948,OUT017
FDR45,4094.03098475,OUT013
NCN07,1793.35036678,OUT017
FDM51,255.5002202,OUT019
FDT52,5869.25184573,OUT027
FDL26,3269.97060028,OUT046
NCZ42,4094.97156587,OUT046
DRI47,357.641249157,OUT019
FDW40,2499.72428623,OUT013
FDN34,3372.45910288,OUT046
FDS01,2600.04548075,OUT035
NCG55,2465.11099147,OUT045
FDC11,1789.89078948,OUT035
FDX35,3856.81853361,OUT018
NCB06,2583.18291265,OUT046
FDR09,542.837518449,OUT019
FDC53,1228.32490429,OUT017
FDY45,4134.5648062,OUT013
FDA22,542.837518449,OUT010
FDE02,1789.89078948,OUT035
FDW21,1789.89078948,OUT045
FDV34,1194.49896327,OUT046
FDS59,1789.89078948,OUT049
NCW17,3306.09636664,OUT017
NCK54,1789.89078948,OUT046
FDG17,542.837518449,OUT019
FDG35,1800.71252845,OUT017
FDD08,122.842904747,OUT010
NCO07,2615.59255083,OUT017
FDJ10,343.614093504,OUT010
FDW36,1189.43922648,OUT017
FDW21,254.39462348,OUT010
FDY19,2467.3584542,OUT017
DRE03,807.122575715,OUT013
NCC55,689.211606336,OUT049
FDH52,157.952467727,OUT010
FDO09,4251.4622253,OUT017
FDU43,2615.59255083,OUT045
FDX09,542.837518449,OUT010
FDH40,208.902261352,OUT019
FDW58,1789.89078948,OUT017
FDC47,3988.24156384,OUT017
NCR41,1789.89078948,OUT035
DRG49,4095.25713782,OUT035
FDC52,2753.38646098,OUT027
FDY13,1204.87970151,OUT046
FDY35,734.717928327,OUT013
FDI35,3460.2477613,OUT017
NCU18,2499.72428623,OUT049
FDY33,3204.54505641,OUT018
FDC15,2753.38646098,OUT027
FDU01,3499.09872724,OUT049
NCU42,3358.04509087,OUT046
NCV29,1800.71252845,OUT018
NCY30,2611.66423433,OUT017
FDQ46,1789.89078948,OUT049
FDG58,2753.38646098,OUT027
FDK33,3898.57439515,OUT017
NCD07,1183.88288712,OUT045
NCX29,2753.38646098,OUT027
NCT42,1800.71252845,OUT013
DRN59,764.77812693,OUT035
FDI44,1789.89078948,OUT035
FDA45,2600.04548075,OUT049
FDP31,1158.93676192,OUT045
FDY01,1789.89078948,OUT046
FDT09,2488.46557315,OUT018
DRH03,1308.81609952,OUT027
FDA36,1800.71252845,OUT018
NCF31,1800.71252845,OUT017
FDG14,3306.16307248,OUT049
FDG28,4094.62367815,OUT027
FDU14,4126.01190651,OUT049
FDY47,320.154345264,OUT019
FDI56,1789.89078948,OUT049
DRD01,1032.41029004,OUT013
FDM22,943.800830529,OUT046
FDH33,731.988821406,OUT013
DRZ24,2467.3584542,OUT013
NCQ38,1218.84268174,OUT046
FDO16,2753.38646098,OUT027
FDU07,2753.38646098,OUT027
NCB07,3472.58676225,OUT013
FDU48,1228.32490429,OUT045
NCM43,2589.55478611,OUT045
FDR31,345.243556891,OUT010
DRK49,687.314113317,OUT018
NCI30,466.560334641,OUT010
DRD60,2606.43890836,OUT017
NCG19,2615.59255083,OUT046
FDH12,1228.32490429,OUT035
FDM32,1182.28457438,OUT035
FDM27,2583.18291265,OUT035
NCU53,2753.38646098,OUT027
NCQ18,2461.8787445,OUT046
FDS10,2602.20298241,OUT013
FDB33,4094.62367815,OUT027
FDI12,1296.38489246,OUT013
NCW42,2615.59255083,OUT013
NCC06,3218.67525905,OUT018
FDW02,2477.42993307,OUT017
NCD43,1183.88288712,OUT017
FDM57,1191.07938342,OUT018
FDA58,2615.59255083,OUT017
FDK56,2611.66423433,OUT046
FDP52,4068.21549007,OUT045
FDW20,1789.89078948,OUT018
FDS52,1789.89078948,OUT049
NCT29,1789.89078948,OUT018
NCL54,3280.71062239,OUT013
FDC05,2611.66423433,OUT045
FDF34,2611.66423433,OUT035
FDP03,2753.38646098,OUT027
FDD32,208.599684943,OUT010
FDZ10,1789.89078948,OUT045
FDZ40,931.878745375,OUT035
FDD51,688.089459181,OUT018
NCY30,465.112503715,OUT019
FDP58,2615.59255083,OUT017
FDV49,4249.93917291,OUT017
FDY24,122.842904747,OUT019
NCO55,1228.32490429,OUT017
FDR13,1228.32490429,OUT017
FDS51,1084.46628635,OUT017
FDP26,1183.88288712,OUT045
NCB54,2753.38646098,OUT027
FDF32,1800.71252845,OUT017
FDN31,2611.66423433,OUT018
DRM48,682.843545838,OUT017
FDN20,3325.30053289,OUT049
DRL01,4023.572896,OUT046
FDV56,1193.04302407,OUT049
DRH13,1352.11539703,OUT027
FDA03,2572.07118125,OUT017
FDF47,4094.62367815,OUT027
FDX32,1800.71252845,OUT046
FDX57,1789.89078948,OUT049
NCA30,2611.66423433,OUT045
FDO49,807.122575715,OUT013
FDL04,255.113586699,OUT019
DRM48,687.408520017,OUT035
FDR16,3805.72424328,OUT013
NCC19,3445.79789844,OUT018
NCE42,4153.48147776,OUT045
FDY24,945.830083565,OUT017
FDH19,2595.7865269,OUT049
FDJ46,3252.69934648,OUT013
FDN45,542.837518449,OUT010
FDY08,1793.35036678,OUT035
FDZ37,1180.8705024,OUT035
NCT30,768.097785086,OUT045
DRY23,687.314113317,OUT018
NCZ30,1789.89078948,OUT018
FDC44,2461.8787445,OUT018
FDB45,1207.90143936,OUT035
FDY04,2583.18291265,OUT013
FDM27,2583.18291265,OUT046
FDZ43,4096.88661743,OUT017
FDT39,360.477465277,OUT019
NCC06,542.837518449,OUT019
FDL15,1353.25811668,OUT027
FDL57,4231.14733903,OUT017
FDU08,1789.89078948,OUT046
FDK40,4291.03921782,OUT017
FDQ12,466.560334641,OUT010
FDS48,1800.71252845,OUT017
FDP09,3899.34376765,OUT045
FDW21,1789.89078948,OUT049
FDY25,3415.56962745,OUT035
DRE13,1789.89078948,OUT017
FDV43,122.842904747,OUT019
FDD22,3307.64122334,OUT045
FDM46,254.039242467,OUT019
NCO30,466.560334641,OUT010
FDM25,2595.7865269,OUT046
NCN41,1237.48504123,OUT049
FDU24,1789.89078948,OUT045
FDZ50,3497.14082818,OUT046
FDP45,4087.19288674,OUT013
NCM54,2477.42993307,OUT045
FDW10,542.837518449,OUT019
FDP20,1183.88288712,OUT017
FDK32,3284.40340398,OUT046
FDN52,1789.89078948,OUT049
FDM58,2461.8787445,OUT045
FDZ46,2753.38646098,OUT027
NCA18,1191.1268947,OUT018
FDD35,2467.3584542,OUT046
NCK31,767.012841804,OUT035
FDI40,2753.38646098,OUT027
FDT50,253.959740967,OUT019
NCT06,1800.71252845,OUT046
FDT31,2611.66423433,OUT035
FDT45,883.357956881,OUT049
FDT13,2611.66423433,OUT045
FDO50,1789.89078948,OUT045
NCU18,342.380262188,OUT010
NCR54,2611.66423433,OUT049
NCO18,3325.87376191,OUT018
FDU09,2461.8787445,OUT045
FDT13,2611.66423433,OUT018
FDE09,1208.4619435,OUT046
NCK53,316.489043574,OUT019
FDG45,3834.55172474,OUT049
DRH15,708.427534796,OUT035
FDO21,465.112503715,OUT019
FDD14,4094.62367815,OUT027
FDC09,1232.48049574,OUT046
FDH45,738.961452953,OUT027
FDV32,1191.71049746,OUT046
FDG12,2467.3584542,OUT035
FDS32,1793.35036678,OUT013
NCL55,4068.59684112,OUT018
DRE01,2615.59255083,OUT035
DRE15,1185.14645504,OUT049
NCL42,4109.28576082,OUT045
FDP31,1273.40860111,OUT013
FDN33,1789.89078948,OUT018
FDZ59,2589.55478611,OUT046
FDE45,542.837518449,OUT010
FDJ07,1789.89078948,OUT013
FDQ45,2611.66423433,OUT018
FDM33,5869.25184573,OUT027
FDO15,203.643010688,OUT010
FDM46,1789.89078948,OUT013
FDR03,3772.29343233,OUT045
FDY49,2593.76702863,OUT018
FDQ60,1192.95639128,OUT045
FDW10,3408.14924936,OUT049
FDO51,705.220333406,OUT049
FDJ40,2461.8787445,OUT018
FDS20,2611.66423433,OUT018
FDU45,1789.89078948,OUT013
FDV02,2595.7865269,OUT035
FDN09,2615.59255083,OUT046
NCM55,4094.62367815,OUT027
FDN23,2572.07118125,OUT018
FDY31,351.9625258,OUT010
FDW03,315.138012946,OUT010
FDD14,2611.66423433,OUT046
FDV23,1789.89078948,OUT017
DRI03,2595.7865269,OUT045
FDN13,1207.90143936,OUT035
FDF45,1119.43308344,OUT027
FDU46,1789.89078948,OUT035
FDB57,3943.47335296,OUT049
FDV12,2461.8787445,OUT049
FDQ58,1800.71252845,OUT013
NCA18,1183.88288712,OUT017
FDH52,1039.11261542,OUT049
FDM24,2580.57436137,OUT018
NCP43,4094.62367815,OUT027
NCO18,542.837518449,OUT019
FDM32,1182.28457438,OUT017
NCL07,682.843545838,OUT017
FDK03,4088.0674055,OUT013
FDP59,1789.89078948,OUT017
FDQ24,4072.13834752,OUT049
FDQ16,2461.8787445,OUT018
FDU44,2583.18291265,OUT013
FDH28,122.842904747,OUT010
FDV28,122.842904747,OUT019
FDM22,926.897149396,OUT045
FDR56,3565.36267775,OUT046
FDV39,2611.66423433,OUT049
FDU37,314.292304926,OUT019
FDQ11,466.560334641,OUT010
FDX02,3998.31541527,OUT045
NCS42,1789.89078948,OUT018
FDY57,2753.38646098,OUT027
FDB21,4001.26493801,OUT049
FDE28,2615.59255083,OUT017
FDQ55,2461.8787445,OUT017
FDA48,3908.66456896,OUT049
FDZ19,3400.60192386,OUT045
NCC43,2615.59255083,OUT045
NCV18,2461.8787445,OUT046
NCA42,2583.18291265,OUT018
FDY45,4237.65830773,OUT046
NCC30,1800.71252845,OUT045
FDM57,1331.01776414,OUT013
FDL09,426.136012945,OUT010
FDB09,1353.25811668,OUT027
FDT44,1789.89078948,OUT035
NCT06,2753.38646098,OUT027
FDX26,2611.66423433,OUT049
FDK32,3197.41814557,OUT013
DRA12,1793.35036678,OUT046
FDO46,542.837518449,OUT010
FDE52,3175.83729173,OUT013
NCH42,4053.33966683,OUT045
FDV08,691.879087496,OUT035
FDB47,2615.59255083,OUT018
FDC28,272.748162061,OUT010
FDD22,3305.44419203,OUT046
FDS07,2753.38646098,OUT027
DRI13,3902.69212718,OUT045
FDG32,3835.08955346,OUT018
FDU14,4189.03090947,OUT017
FDD28,126.23416518,OUT019
NCP41,1228.32490429,OUT017
FDS08,2595.7865269,OUT049
FDX47,2583.18291265,OUT045
FDC53,213.916528373,OUT019
FDQ19,4134.00534304,OUT035
FDL14,1800.71252845,OUT045
FDM33,542.837518449,OUT019
FDA51,2461.8787445,OUT045
FDZ27,762.447867626,OUT018
FDT04,693.682173815,OUT046
DRC13,1789.89078948,OUT049
FDR16,5869.25184573,OUT027
FDQ03,2753.38646098,OUT027
FDE38,3334.39859744,OUT035
DRH23,1045.16779451,OUT027
FDT11,466.560334641,OUT019
FDD09,3408.68345404,OUT035
FDR40,1789.89078948,OUT045
FDX07,3448.91308501,OUT017
FDR07,1228.32490429,OUT035
FDA51,2461.8787445,OUT017
FDT59,542.837518449,OUT019
FDF20,3548.8419271,OUT017
FDR13,1228.32490429,OUT045
FDY26,3852.74524603,OUT049
FDW04,2486.0279317,OUT017
FDK52,4043.57024117,OUT017
FDN60,2583.18291265,OUT049
FDM09,431.581049729,OUT019
FDP46,1789.89078948,OUT049
FDB50,246.808126997,OUT019
NCQ29,1800.71252845,OUT049
FDP16,5869.25184573,OUT027
FDX33,2583.18291265,OUT018
FDP07,466.560334641,OUT010
FDN22,4133.9119025,OUT046
FDF39,4186.10425544,OUT049
FDS21,1057.63272503,OUT017
NCM42,1789.89078948,OUT013
FDK50,542.837518449,OUT019
DRF13,4094.62367815,OUT027
FDH35,2589.55478611,OUT018
FDP60,1789.89078948,OUT018
DRJ49,2753.38646098,OUT027
NCT42,337.170399962,OUT019
FDE38,3333.83447643,OUT049
FDI04,3585.07412977,OUT049
NCH54,1800.71252845,OUT045
FDT56,978.639665954,OUT049
DRD15,2615.59255083,OUT018
FDV58,2611.66423433,OUT013
FDP21,3503.05655092,OUT049
FDH05,3971.95756676,OUT013
FDR10,2753.38646098,OUT027
NCP06,1800.71252845,OUT045
FDF33,1789.89078948,OUT049
DRK37,3411.84618336,OUT013
DRH49,1178.27903648,OUT045
FDT58,1800.71252845,OUT013
FDD41,1789.89078948,OUT018
FDP40,1789.89078948,OUT018
FDM51,2753.38646098,OUT027
FDO45,209.13122171,OUT010
FDW33,258.678255778,OUT010
FDY24,932.963688657,OUT045
FDB10,465.112503715,OUT010
FDM40,1793.35036678,OUT035
NCI06,3461.13370617,OUT017
FDW12,323.601044961,OUT019
FDX48,2753.38646098,OUT027
NCW05,5869.25184573,OUT027
FDX27,1183.88288712,OUT017
DRM37,3579.20260165,OUT045
FDA38,1800.71252845,OUT045
FDR36,691.986655426,OUT046
FDZ45,2611.66423433,OUT046
FDG05,2583.18291265,OUT017
FDK28,4191.22246818,OUT013
FDV47,1180.8705024,OUT045
FDN21,1800.71252845,OUT045
FDP20,1308.81609952,OUT027
FDI35,3466.15231235,OUT045
DRY23,731.988821406,OUT013
FDA56,2467.3584542,OUT017
FDB09,1343.83929435,OUT013
NCO26,4094.62367815,OUT027
FDQ49,1800.71252845,OUT018
FDI52,2753.38646098,OUT027
FDZ44,1353.25811668,OUT027
FDZ09,2589.55478611,OUT018
FDY03,1789.89078948,OUT049
NCG42,1793.35036678,OUT017
DRI13,5869.25184573,OUT027
FDQ32,2477.42993307,OUT013
FDW16,2461.8787445,OUT035
FDU27,768.815928123,OUT046
FDR28,439.955358642,OUT010
FDQ49,345.084715706,OUT010
FDS37,1789.89078948,OUT046
FDW26,2615.59255083,OUT018
FDX12,4026.49535676,OUT018
NCP06,1800.71252845,OUT013
FDW45,351.210853229,OUT010
NCN30,1191.44471132,OUT049
FDN24,883.357956881,OUT049
NCL41,734.490885474,OUT027
FDR02,272.805090293,OUT019
FDD09,542.837518449,OUT010
FDS33,249.974784154,OUT010
FDU22,2467.3584542,OUT045
FDI53,1800.71252845,OUT013
DRH01,2595.7865269,OUT049
FDX32,1793.35036678,OUT013
NCP30,685.618594928,OUT018
FDB60,2611.66423433,OUT045
FDB14,1789.89078948,OUT049
NCP02,967.795504272,OUT035
FDJ10,2490.93741956,OUT017
FDG34,1208.4619435,OUT046
NCB18,1789.89078948,OUT017
FDM16,1789.89078948,OUT049
FDW25,1185.52304406,OUT018
FDB35,250.702788734,OUT010
DRN11,2501.91763186,OUT013
FDF41,542.837518449,OUT019
FDH16,1789.89078948,OUT045
NCQ50,3801.93299508,OUT018
DRH23,971.893479542,OUT018
DRJ37,2583.18291265,OUT013
DRJ24,2753.38646098,OUT027
FDY16,3457.6850911,OUT035
FDQ27,1789.89078948,OUT045
FDZ33,1800.71252845,OUT045
FDF29,2486.0279317,OUT045
FDA08,2583.18291265,OUT049
FDG31,1182.36850015,OUT046
FDE34,542.837518449,OUT019
NCR30,1294.85311928,OUT027
FDV33,4257.68974041,OUT035
DRZ24,2467.3584542,OUT018
NCL54,3350.8482947,OUT035
FDR12,1800.71252845,OUT049
NCC54,4039.18926311,OUT046
DRN59,804.88786084,OUT013
FDX50,272.591686218,OUT019
FDV31,2753.38646098,OUT027
NCA29,4094.62367815,OUT027
FDW60,3415.85173974,OUT049
FDX08,1800.71252845,OUT017
DRD49,3998.80739047,OUT013
FDD33,4057.93496402,OUT046
FDW35,731.988821406,OUT013
FDJ36,1789.89078948,OUT017
FDV51,2591.5603922,OUT035
FDW36,1218.84268174,OUT046
FDH35,2589.55478611,OUT046
NCS30,2753.38646098,OUT027
FDN49,682.843545838,OUT017
FDL08,4026.89744518,OUT018
FDI09,4051.05549408,OUT013
FDP19,2486.0279317,OUT018
FDU21,122.842904747,OUT010
NCP41,1228.32490429,OUT045
FDY10,2461.8787445,OUT013
FDP12,682.843545838,OUT018
NCN26,1789.89078948,OUT049
FDK44,2595.7865269,OUT013
FDC28,1789.89078948,OUT049
FDJ41,5869.25184573,OUT027
NCT29,1789.89078948,OUT035
NCH42,542.837518449,OUT019
FDU60,3201.78779339,OUT018
FDS02,3511.70416585,OUT045
FDC51,2467.3584542,OUT046
FDU03,2611.66423433,OUT013
FDX39,3900.51022977,OUT045
NCY05,122.842904747,OUT010
NCL06,4094.62367815,OUT027
FDD32,1175.9863181,OUT035
NCN41,1228.32490429,OUT045
NCX53,2499.72428623,OUT049
FDU57,360.264061202,OUT019
FDQ23,1789.89078948,OUT046
FDQ52,4109.62877485,OUT045
FDC14,692.132686052,OUT045
FDY09,1183.88288712,OUT035
FDQ28,3308.12878124,OUT045
FDV25,3973.07546973,OUT046
FDJ07,1789.89078948,OUT035
DRB25,1789.89078948,OUT049
FDK52,542.837518449,OUT019
FDY52,1282.82742345,OUT027
FDB28,1800.71252845,OUT046
FDT36,687.408520017,OUT035
FDV25,3997.77002623,OUT017
NCN07,2753.38646098,OUT027
FDC57,1800.71252845,OUT017
FDQ03,1800.71252845,OUT018
FDU23,2593.76702863,OUT017
NCX41,2615.59255083,OUT035
NCD06,765.705365426,OUT035
FDW08,1789.89078948,OUT045
NCU29,2572.07118125,OUT017
NCE06,1343.83929435,OUT013
FDV52,279.491255539,OUT010
FDB02,3404.2565205,OUT017
NCR18,692.964030778,OUT045
FDK16,2461.8787445,OUT049
NCQ29,443.535020468,OUT010
FDZ01,256.02740525,OUT019
FDW27,1800.71252845,OUT035
FDD17,3950.15949172,OUT018
FDW39,2595.7865269,OUT013
DRH59,1168.90938008,OUT045
FDS52,1789.89078948,OUT013
FDU40,4094.62367815,OUT027
NCF54,2595.7865269,OUT013
FDH46,1789.89078948,OUT045
NCP14,2461.8787445,OUT049
FDH50,3502.87538183,OUT049
DRF15,255.250986778,OUT010
FDV27,1350.24573197,OUT027
NCJ06,1789.89078948,OUT049
FDN02,3660.16649636,OUT018
FDQ51,766.581213249,OUT049
FDQ07,3952.06114808,OUT017
FDS45,1789.89078948,OUT049
NCJ06,1789.89078948,OUT045
FDD36,1789.89078948,OUT035
FDY25,3436.40580575,OUT045
FDU52,1800.71252845,OUT046
DRK47,4021.03237388,OUT017
NCL30,3289.9607592,OUT017
FDN22,4155.0890807,OUT035
NCF30,2753.38646098,OUT027
FDK03,4194.25226887,OUT035
FDT45,949.86391113,OUT017
NCC54,5869.25184573,OUT027
FDP08,3465.84011256,OUT018
FDU44,2583.18291265,OUT046
DRG39,882.2730136,OUT035
FDU32,1789.89078948,OUT049
FDY27,2602.20298241,OUT049
NCP54,2467.3584542,OUT013
NCZ41,1789.89078948,OUT049
DRL49,1343.83929435,OUT013
FDI05,1789.89078948,OUT018
FDY56,4035.39128188,OUT045
DRC13,1789.89078948,OUT013
NCV29,1800.71252845,OUT017
FDR24,1789.89078948,OUT049
FDZ34,3408.42551084,OUT018
FDP37,1789.89078948,OUT035
FDX08,2753.38646098,OUT027
FDS57,1793.35036678,OUT045
NCG18,1789.89078948,OUT049
FDK25,3296.74886664,OUT018
FDH53,1186.20089592,OUT049
DRI59,3905.71808889,OUT018
FDA52,2595.7865269,OUT046
FDT20,122.842904747,OUT010
FDE36,542.837518449,OUT019
FDI24,3404.51859937,OUT017
FDB28,1800.71252845,OUT018
FDV11,1800.71252845,OUT017
FDP01,1208.4619435,OUT046
FDD34,4094.62367815,OUT027
FDJ50,844.137624395,OUT027
FDZ44,1343.83929435,OUT013
DRO59,1196.54755944,OUT035
DRB48,689.45981035,OUT045
FDR21,2595.7865269,OUT018
NCE42,542.837518449,OUT010
FDO23,1789.89078948,OUT046
NCE30,2615.59255083,OUT018
FDQ22,687.408520017,OUT035
FDY01,1789.89078948,OUT045
FDS08,2598.00000074,OUT017
FDG28,2615.59255083,OUT018
FDQ51,762.447867626,OUT018
FDB05,4083.91191253,OUT017
FDO56,1237.48504123,OUT049
FDE02,1789.89078948,OUT018
FDN45,3947.91230243,OUT017
FDS09,807.122575715,OUT013
NCA54,2606.43890836,OUT018
FDP09,542.837518449,OUT010
FDC53,1228.32490429,OUT045
NCM55,2611.66423433,OUT017
FDL09,1800.71252845,OUT018
FDA11,254.252646542,OUT019
FDA50,1226.72659155,OUT045
FDC23,3417.92285552,OUT017
FDE22,1800.71252845,OUT049
FDD23,3490.72021074,OUT046
NCA29,2595.7865269,OUT049
FDK38,2572.07118125,OUT046
DRC13,1789.89078948,OUT046
NCP43,2602.20298241,OUT049
FDX28,2461.8787445,OUT049
FDF08,1191.44471132,OUT049
FDZ33,1800.71252845,OUT046
FDD10,1800.71252845,OUT049
FDO58,2583.18291265,OUT017
FDI50,4091.90408491,OUT017
FDO58,2589.55478611,OUT045
FDX08,1800.71252845,OUT013
NCK17,122.842904747,OUT010
FDF39,4304.1044324,OUT035
FDU45,275.709838575,OUT010
NCJ18,2467.3584542,OUT018
DRC27,466.560334641,OUT019
DRC25,1180.8705024,OUT035
